Gender,Race,Event Type,Date,Comments
,,Violation of Personal Electronic/Telecommunication Device Policy,9/3/2021,cell phone
,,Violation of Personal Electronic/Telecommunication Device Policy,11/3/2021,"Cell phone viloation
"
,,Unexcused Tardiness to Class,2/24/2022,!2 minutes late to class.
,,Mask Non-compliance,8/30/2021,Mask down
,,Violation of Personal Electronic/Telecommunication Device Policy,9/28/2021,"cell phone, 1st  incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented"
,,Violation of Personal Electronic/Telecommunication Device Policy,8/18/2021,phone
,,Dress Code Violation,2/9/2022,"DC - pants, called home - corrected. __ incident for dress code.  Student is given opportunity to correct and can return to class the following period once in dress code.  Ring central text sent home at every incident."
,,Dress Code Violation,8/16/2021,"dress code - pants, called home, someone coming"
,,Dress Code Violation,9/28/2021,"DC-pants, called home, someone coming, ED c 7:54am.  _1st_ incident for dress code.  Student is given opportunity to correct and can return to class the following period once in dress code.  Ring central text sent home at every incident."
,,Violation of Personal Electronic/Telecommunication Device Policy,11/23/2021,__ incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented
,,Violation of Personal Electronic/Telecommunication Device Policy,10/8/2021,cell phone
,,Violation of Personal Electronic/Telecommunication Device Policy,9/3/2021,Student was texting in class
,,Talking out in class,1/5/2022,"Prior to entering room Nay was shouting,"" I hate this class..."" ""Look at the people in this class...""  as I was trying to settle class and get started she drags a chair across the floor.  She was asked to pick it up but continued dragging. When prompted to correct behavior she began yelling back.  She was asked to leave."
,,Violation of Personal Electronic/Telecommunication Device Policy,11/18/2021,"DaNaysa arrived tardy to class with phone out.  She was told to put it away.  She said ""hold on let me finish this'.  She began using her phone.  She was asked to leave twice.  Upon leaving she said ""I don't give a fuck!"" and slammed door.  __ incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented"
,,Violation of Personal Electronic/Telecommunication Device Policy,12/2/2021,"Cellphone use, visual prompt in classroom, verbal prompt at start of class.  __ incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented"
,,Dress Code Violation,8/31/2021,"dc-pants/shorts, called home, left message"
,,Dress Code Violation,9/16/2021,DC
,,Talking out in class,10/27/2021,Talking out in lunch detention.
,,Mask Non-compliance,2/2/2022,"2 days in a row, will not keep mask on - wears it under chin, argues & makes excuses."
,,Vandalism,12/2/2021,Drawing on desk again.  Sent a pic to C.Johnson.
,,Violation of Personal Electronic/Telecommunication Device Policy,1/31/2022,"Student was told to put up cell phone--but did not
__ incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented"
,,Violation of Personal Electronic/Telecommunication Device Policy,2/2/2022,Cell phone continues to be an issue.  __incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented
,,Violation of Personal Electronic/Telecommunication Device Policy,1/26/2022,__ incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented
,,Violation of Personal Electronic/Telecommunication Device Policy,2/8/2022,"cell phone, __ incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented"
,,Violation of Personal Electronic/Telecommunication Device Policy,9/21/2021,"1st
__ incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented

"
,,Violation of Personal Electronic/Telecommunication Device Policy,11/18/2021,Class was warned about cell phones.  Jacob was observed on his phone.  When asked to leave he began arguing his case but he was asked to leave.  2nd violation back to back incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented
,,Violation of Personal Electronic/Telecommunication Device Policy,11/17/2021,Gave a fair warning about cell phones in class.  Jacob was observed using phone during independent reading.  1st incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented
,,Bus Mask Non-compliance,11/29/2021,Student has been warned and asked several times to wear her mask while on the bus.
,,Failure to remain seated on the bus,2/10/2022,Several reminders about using the same/correct bus stop. 
,,Profanity or Vulgarity towards student/staff,10/26/2021,"said pointing to another atudent, ""you're dumb, youre'(can't read word), has alos said to other stduents in class, ""I'm gonna beat your ass"""
,,Dress Code Violation,8/19/2021,"dress code, corrected, ISAP 6th"
,,Talking out in class,1/25/2022,Student consistently refused to follow directions. Student decided to blurt out constantly in class when teacher talking to say how she isn't going to walk.
,,Talking out in class,2/10/2022,talking out in class leading to class disruption
,,Mask Non-compliance,2/15/2022,"Student was asked to put her mask on while on the bus, she refuses to keep the mask pulled up. This is not the first warning."
,,Extending body parts or throwing objects out of bus door/window,11/17/2021,"Student was leaning out of bus window yelling at motorists and people while th ebus was moving, creating unsafe situation for all on the bus. "
